"compoundId","Early_1-pbs_751-1","Early_1-pbs_751-2","Early_1-pbs_751-3","Early_1-pbs_752-4","Early_1-pbs_752-5","Early_1-pbs_752-6","Early_2-ct26_739-1","Early_2-ct26_739-2","Early_2-ct26_739-3","Early_2-ct26_740-4","Early_2-ct26_740-5","Early_2-ct26_740-6","Early_3-c26_747-1","Early_3-c26_747-2","Early_3-c26_747-3","Early_3-c26_748-4","Early_3-c26_748-5","Early_3-c26_748-6","Mid_1-pbs_749-1","Mid_1-pbs_749-2","Mid_1-pbs_749-3","Mid_1-pbs_750-4","Mid_1-pbs_750-5","Mid_1-pbs_750-6","Mid_2-ct26_735-1","Mid_2-ct26_735-2","Mid_2-ct26_735-3","Mid_2-ct26_736-4","Mid_2-ct26_736-5","Mid_2-ct26_736-6","Mid_3-c26_745-1","Mid_3-c26_745-2","Mid_3-c26_745-3","Mid_3-c26_746-4","Mid_3-c26_746-5","Mid_3-c26_746-6"
"Chenodeoxycholic acid",157738.582594141,31166.2549102488,132793.322118425,37513.5647157874,53658.6167139312,40999.1942339141,57655.5839167708,14850.469843345,4814.33892182076,54046.2937241178,130767.692239803,284878.536486317,0,83798.6198569774,0,329437.40576253,0,7788.2209513469,177375.377819942,160612.044054987,178118.285655939,60778.7200444729,149333.75669363,37416.3118576791,3425.21723281641,64212.9672012506,4365.81059653444,31244.1397741629,28537.1804824813,0,0,0,0,0,0,0
"Cholesterol sulfate",15353957.0383382,22309655.4055472,21882945.1612465,21602605.4730831,18587846.5606591,17894464.6823064,14804073.4016947,20778178.2502877,17155969.2438783,20056839.3031038,20276750.0395933,19015760.396321,29308072.5976431,25155437.2465041,24436397.9349938,36828053.437034,50029112.0622849,37240407.9574867,15632537.903213,18805721.9527667,16908464.8044825,23503325.3797871,21654695.2353143,16082386.7353795,32454704.794696,26630795.9518601,27451966.4933811,28707263.0413771,22253273.2511089,48879719.220558,32079216.1367634,44080489.4278666,49119418.2762772,48422405.2603881,53740498.6702978,51851884.9306978
"Choline",205020126.94268,94745864.9163542,135930655.279089,107779622.101063,85899596.7798048,96381540.5709642,89087962.3621558,114148036.905887,82400575.9806504,84826935.932592,92799398.129116,143466216.933874,82219444.6930497,74999945.0845691,193060168.059023,109228766.164696,73556516.6352891,95901975.6548789,100548070.22316,75779584.7833351,87571249.1830478,112147912.947323,98861599.2043357,163085840.568022,132790411.616312,138714770.273633,133525380.119628,119224183.126905,157691680.663724,154002582.928813,87283691.1391674,113802565.147595,153531309.061588,80258676.579282,87668645.3225811,107850211.955671
"Cincassiol B",1626.7007665166,338.906380198518,101555.585180691,172720.078181303,60430.2484315627,133049.531562035,0,87916.0114049909,3339.54711308973,89968.9831998001,78686.8825124495,166467.822674213,1591.62236748471,111.596828099534,177041.659254427,68202.8818146097,113020.177500503,177937.908199561,1263.10271116863,0,0,284.141683084279,0,865.650948265124,2750.10279410455,0,0,339.473908519647,0,2771.38473689694,634.396732594901,975.551858495849,414.911587710656,1089.99274513191,100.841490993293,0
"Cinnamoylglycine",91624.0088917038,77986.9938863487,78869.9952318906,74844.0731733264,197898.81511905,155903.770887109,42975.7217639564,80086.0536184915,74444.3384588617,75802.622576824,108965.883973959,172051.289781056,111343.536184659,101651.904909891,188189.969204709,358558.756477825,409229.592818326,287515.873529204,80787.3866542742,55728.3440688282,138486.886169602,60536.6788916433,121185.683713274,126474.965788291,103384.322176468,239698.582058374,159960.077995167,355670.828539294,241092.452451756,253672.730225305,189399.120636714,268301.598766885,171527.464449255,298994.19457365,232730.47488507,454891.170486137
"cis-4-Hydroxy-D-proline",105097.715952485,164773.055286448,188291.927559432,123879.343333493,242262.66315693,174356.341148319,172872.579728782,201813.783933531,142721.060113941,179350.750326858,148927.576716954,123762.516007721,231479.293933159,179034.999818342,164577.62097837,122360.643183736,109544.573699031,128213.276217815,143387.513900493,128175.742705953,140756.028385156,158533.232386122,109371.722580958,196170.469121223,101406.086304696,176192.181380249,141431.491970758,215856.511106684,232303.55003487,123367.717571739,112660.328616483,169303.617782543,165318.679386111,170981.41459943,152936.505249052,109233.113901022
"cis-5-Tetradecenoylcarnitine",1505893.46566682,2090890.58583995,3109315.62050114,2010137.31757129,3949562.87353377,2291612.8173766,1874498.11903761,2084857.86223528,2659495.41743924,1418012.14551001,2702782.96118008,3205884.80901577,1999840.42165169,1900552.31925217,2361978.89705214,10708722.1659689,3384855.84380982,2587323.88136108,2501247.24566762,2220212.33268042,4524191.68341226,2956365.94117098,2156838.33457115,2426560.35268443,2336213.56101266,3360441.90378173,2541667.79993935,2337425.56802931,3752813.4107789,7008118.4261272,2049572.67794522,2301850.27256729,2220216.68138208,4079939.31346083,4981521.75517094,3969988.93538392
"Citicoline",129411.097610406,10745.4719559158,5087.65048453183,53455.2347489087,5190.06408634985,11453.0251832576,495.882916861258,3277.30341638712,759.39500348083,36350.9818067289,58121.3653006526,245615.295491816,1910.01749847901,3565.04603326875,254608.562815444,66731.896692701,1356.40778850978,1390.20453698915,15944.6785329695,14806.5876249347,5770.3308962766,3772.62073743304,8590.06718151871,27285.4361863998,31890.271836118,44128.4282089653,34466.1107892903,14171.5472037795,33603.0867120863,73229.5643427735,41204.7317915954,19795.5678227691,49397.1257475661,361.945830718573,18721.1648674333,10995.9668399992
"Citraconic acid",458371.370391987,108879.430449327,22928159.4367819,32164363.0113572,19593899.8510878,23905548.965751,526828.73574515,18315624.8613161,514255.654869027,34562128.066021,17950598.5848738,33996341.4516013,263430.442342293,343829.621481207,33242797.5483864,11570156.511991,33571961.5267086,42206057.6501552,721557.538579519,624818.69944989,624672.145217479,384764.933787985,165476.925048289,302512.714732524,279207.631855,292455.120597586,194669.895578215,686954.881977389,346720.463711646,859509.596765909,594276.778478289,466719.238496754,79117.3672931546,308568.034040277,457203.38962391,355654.781593829
"Citramalic acid",33740.0842147072,23938.5666339189,349222.624505151,437290.701606172,422050.89592941,314253.831585932,21478.7319902637,262185.209295459,31186.996942831,257243.018224187,395789.451428938,403909.553246324,10895.265905516,8302.24313772426,350625.591307647,171866.477334811,344289.237006796,184632.714334972,18466.4664517135,28275.7810333852,28313.2539502636,19337.4072398688,22055.0750741133,22108.2736522572,13420.0986147831,31990.4774365766,20916.6156783608,17052.5866327137,19114.5072125638,19838.5076824873,15365.7285083801,20672.2297742926,16900.7958044259,11521.7870798283,14289.2000620347,17027.7105148651
"Citric acid",173577.377743931,71510.9472214194,26562.483655365,38300.0100086185,68300.1860297957,79303.6260322733,45090.7205646635,40349.2267069622,68740.9452957617,78594.5369416894,116138.976496262,143257.927031379,65216.0570051726,44237.7495723087,126176.724923093,84071.7158947765,58404.1601113103,14348.8431769219,75777.1810728174,71723.7703591356,111645.194756019,84275.399099219,136944.131779005,113824.916614498,179087.048105092,326191.60103453,172195.119655258,226718.516720608,236993.438646609,98633.7782340856,35531.6957031612,116836.564194345,51894.4862116563,38332.8012841003,42626.6794988474,109509.870826147
"Citronellyl propionate",471781.540715973,240990.166403413,437052.395601573,465866.774693276,463319.496621599,542581.908969278,287146.096285092,214391.318717394,242033.351235953,252994.767614635,358864.414288277,513807.217691963,264314.639725967,480278.598962723,503429.54667113,881067.509068439,558619.557891456,529590.327954473,455580.619916839,401810.244093615,453106.775841204,446785.717388079,496039.930011053,429042.146217092,254202.987976642,594502.977329302,368368.289876489,569236.950869477,751041.189960318,787933.40471512,380913.88721353,417527.626408195,262968.092401659,641007.75807575,418294.361299492,638347.150562144
"Citrulline",5929468.80919208,6510114.53391418,8002880.37082584,5688727.19279791,6160070.31147863,6142845.69030929,6088937.60890613,6588352.08965902,5239687.97911108,7816851.595258,8688468.28584568,6915433.73961831,6156896.09275285,5831695.26338239,8871032.8355772,6326578.90652936,5254682.61722358,5078299.2678072,5006181.50063778,4809461.30377643,4854211.58940069,5703382.01284674,5725665.72710354,4239765.50722,4466760.47442734,4985975.67226725,4223710.58077059,5572555.43995053,5116106.8281679,4730259.01637861,5137257.41952198,4942179.75406335,4946916.88358303,5959429.99631052,5157801.10645479,4477924.75950183
"corey pg-lactone diol  isomer",132682.815153181,97646.2817972395,87850.6590359909,102820.001793509,64723.8296226207,61689.6105780371,91526.6135790768,69729.6068252026,76294.3405706484,67886.7509273835,100734.849798779,102866.344003438,255348.567847296,95076.5565504307,222059.491888895,229825.503334325,154362.770385547,120364.705464032,109151.123965261,80910.539999628,110404.573810168,52791.7195934148,55318.9134597838,47647.0301523813,110588.181459121,234101.888093435,134275.929833462,96339.3170608121,137904.45834232,129727.392193908,88091.0813106411,84763.3640926105,90861.1950781526,85955.3946992787,116129.6369981,130614.817464188
"Cortexolone",982108.877042671,714459.476280831,540468.393747383,110084.836268198,503147.605066236,158519.515067126,1064306.96417607,340143.932716091,782568.940739453,849104.130110282,684613.77090783,424934.856085474,974900.717770588,950709.822666401,1033785.30564735,440942.999184415,1196397.3050402,360312.075607264,1026659.62683278,1439482.47797127,701151.290462196,933910.015752368,271329.088931408,548029.490605832,1486461.00135159,1520879.49454518,1693477.75385174,512574.114030614,1124002.68381329,717325.090170844,1484082.87082704,1217957.80705454,1228732.21797693,461764.083137486,521626.709725135,796581.011364505
"cortisol 21-acetate",1307.26326651611,1214.58033587106,2073.23005443101,1129.95559908934,1224.96596946877,2123.45520591687,3853.95525269448,1577.0331409988,2636.05,1106.11876526598,978.375069804248,2988.37568228104,2085.37137536574,2974.10855430908,1903.10138219924,1827.6280560957,3194.39459989361,2411.58665441056,3411.81618784889,5372.09632568536,2963.98289268396,3298.70179842197,724.172185117488,1212.41004194556,2270.2481379188,3809.83067195483,3769.76480953226,2357.18099143234,2321.46147392707,5031.97616855074,5103.66621108026,3090.43177970754,3133.56319055666,4188.75791150146,2977.99628328526,4589.63675588557
"coscinalactone  isomer",166748.184806144,141674.034575433,151663.850298232,155187.464135825,144322.767073807,150349.710220316,134440.82861039,169066.608869513,147747.410785132,128293.043139962,145691.72659802,244494.791670819,133974.81899407,175003.856760688,252274.339799003,207804.449573797,235157.567016351,199837.231495874,116368.035207634,137374.718981215,133259.261953616,168154.28973354,181944.76669752,155658.335558,240363.730109236,181626.724917816,189178.027390587,191034.182843567,168500.84328925,258356.620667721,220899.641756702,182021.125630987,682302.99618274,232225.373284889,235480.179656717,278784.007924761
"Creatine",613522502.063433,174844462.291554,152320840.08138,230148898.277027,195559239.760677,165860670.668934,129820685.008534,150867201.980233,119711364.909706,285163692.123315,278530915.507173,562848728.084018,279511550.737764,158846387.053559,820543989.573409,279681767.849553,314856297.087095,254527242.647259,162269865.793251,159329818.830533,148922121.01627,228279857.854298,218982918.16863,183370269.279923,263643748.765487,233771742.207977,230476365.817926,194894753.624697,209329804.68722,349873412.539822,355833657.929567,336604232.000931,415319477.585412,267759938.947156,307589334.038612,300032938.882676
"Creatinine",70790713.5539762,44129761.949187,58486480.4932269,51603388.4730091,53403248.7122188,56282671.6968296,50802876.3750047,50181362.7758155,63948771.9563389,53023952.2908021,52895453.3033525,60894976.414507,70722363.6257289,62676388.0739272,90085241.1843116,70815151.7893201,74112153.1911992,88077260.2198733,46485289.5528698,50415548.0346918,62576937.8884379,41326592.7542664,45186341.9158216,48106765.2400726,80061449.0053213,76520612.172545,78740309.5179923,82470259.3273048,77790334.348535,75584985.6729189,82756843.1346539,92386555.8873602,90250260.5289888,63404522.6114398,70775579.1565994,86540248.9504344
"cresol sulfate isomer",12703318.9274509,11595058.2944852,7625093.89022833,18192027.1014337,23352066.768962,13966791.6919026,9177983.30904995,8010698.60114579,5892541.03531016,15350795.8816508,10241065.0368663,17476144.3978393,14180794.9212051,7841677.68516541,12068421.1298807,5721730.22260096,17735994.5584297,15871025.0967994,10325743.4773196,11472473.2992275,12972065.2242495,12387149.1526165,7341364.50424237,10664273.4947168,7735552.70912477,11979356.4979172,9608957.63895044,11631291.5413408,9504574.87054399,3925014.24221226,6059822.01271892,14069966.1549246,6087175.47447933,16026475.6558595,6354662.05939383,11250430.266245
"Cucurbic acid",156530.244062633,41434.0374293129,213060.974188305,246262.130285337,144223.137881211,245280.445945305,60089.5068965089,126002.132230432,108521.798288207,119323.259079387,334289.061559224,391041.23530029,71630.3292787699,125255.385085283,227054.530047513,418454.608082875,218168.686500104,301083.284890965,120135.343214178,57341.9744169768,122984.662016584,89822.8179675728,159235.966106804,87048.7481901807,60582.0470775432,264407.64921163,177754.189206776,242903.895633851,230542.743244238,249640.647251786,126135.819383409,85266.4861325747,171549.567795843,144046.010162033,125374.184524485,137686.939645962
"Cyclic AMP",0,0,603.0775698696,229.924938830304,544.341194854504,0,2777.2582117099,1023.85860621781,1679.86,287.073276458243,0,712.69056857799,4775.5278888188,4650.23728109254,0,2287.04901212677,8286.12299241504,16564.2950277748,0,288.337388848987,0,286.081853505058,180.98731110518,0,0,0,195.009113882791,0,0,0,342.301866205486,346.150550478081,0,1710.97833292986,2346.90627129345,0
"Cyclo(L-His-L-Pro)",0,0,201152.219439401,229419.703428986,140500.060463989,198148.889457215,0,105731.065237864,0,160783.809884183,129542.785160663,295412.095958546,0,0,246712.063731288,114158.363941017,168381.49985464,214385.013253112,99.3622337776794,0,0,159.109522817628,0,0,0,2061.98367551424,0,1893.69284712418,472.667509347435,0,0,0,0,106.324291804906,0,0
"Cyclopentanone",5191.45314586859,487.878607666427,26105.0244713017,49300.0732240703,23963.321176479,47020.8392698648,4479.76680021901,17481.8999695227,3914.05754936675,24808.2198057447,29081.9990087357,14603.0268663654,7150.15288738029,8988.82890369013,44490.7128918689,9348.2099700765,35839.6142163792,60868.072689978,4356.17843888602,0,2442.6088226518,3851.24543983961,5811.1054176547,818.980379487413,5359.60459605707,16000.0751469749,9420.42885876048,13869.2028288188,8206.67241768508,8714.91799835876,15470.811530646,2477.98011519954,13880.832993812,8039.83884636894,12867.0408171866,13928.4110878822
"Cystathionine ketimine",108220.491176888,35820.253439472,77416.0486118988,34325.7360033435,62494.7718967586,76924.4319372541,74647.3391903385,30300.5765992347,28245.9281114052,49386.9133644449,80711.9836837279,50759.1015738034,1872.73339591686,11297.3912059222,8351.96445628292,6604.10842782544,340.123406108616,597.51649190364,40445.3123307027,47529.0758018937,135541.441636253,37364.8142337549,59293.2739298307,42599.7667675987,6421.20412440203,18402.8888126027,10159.3731517007,12167.2159906718,11285.1264143497,2031.36402202974,3093.48633455497,1813.93103267753,0,1811.20655306202,4796.50679613197,2427.14874347927
"cysteine-glutathione disulphide isomer",2999651.57965571,1846807.16119594,2226728.81967367,2144662.17407279,2204828.45515261,3542522.20694558,2699657.45424608,2336923.94661227,3873080.3150977,3006011.88847729,3352797.91481856,6667010.07724733,1657344.22633743,1551179.69695851,3478863.21506571,5141124.45436099,1458835.9171741,1935291.45874697,981351.505592666,1464212.75847275,1415010.27625066,1849774.82766721,2094186.05798844,2314244.08950935,1400255.49495668,1520973.10857561,1211076.02845897,2034886.73380634,1475540.24889216,2252086.57381131,1538887.48578405,1984217.13406266,2076889.76611018,1431186.89126932,1448509.85089425,1396493.74798354
"Cysteine-S-sulfate",21412.717483941,30237.4629801894,20160.4955842723,22127.1058729605,24704.8149988786,23554.2725975129,26776.2938426301,37052.9252228251,30744.35,25193.1108531559,14067.1798321559,15364.8035762107,43459.4683253788,25282.9704993772,36621.0223737889,51430.1788836569,65275.3559108752,84846.4571103168,57286.1342834181,51277.3149933456,68433.3396734597,47615.6259248233,66724.1947453596,51977.8850878909,148701.778366465,82487.4157058875,118474.820049987,57429.3355982416,49449.2289196099,92212.3811317489,128250.632419755,130576.855726647,104312.156736081,111888.315430233,152137.534768431,130964.601197678
"Cysteinylglycine",1063.61672505068,1149.06027648289,568.205570242078,1148.1084621424,0,453.277574512447,994.207541502105,1633.31939928931,2281.43726434213,583.603190364338,0,1527.15297499447,1410.00675659984,570.750818355102,1927.78923953147,4124.86351872613,1408.73113710393,1705.44651307307,821.24,787.117376908643,2088.36494016654,536.63140515011,1274.98751842343,0,3122.57604349315,3146.80065014594,6126.39474534223,1331.55307887001,712.760939126057,2401.40748298014,4301.79768833544,3379.1893782296,1775.13551734926,2928.08559621974,3082.3078201193,1627.72086125556
"Cytidine",2763606.83135737,1543058.54644218,1273568.89276318,1848452.72338349,1740586.5547198,1888357.05173427,1168117.08041594,1503646.6297605,1206414.4674766,1705706.85217896,1780149.67554309,2165897.26075231,1912840.46398677,1290456.09129992,4440249.0605984,3423688.67280589,1634287.99607144,2602192.8863242,970647.547267354,848352.135462169,1192076.76143158,1364344.68113771,1377795.21160166,2149711.58268987,1966162.42186758,2540086.41971379,2107000.26883099,2221845.42010355,1929060.6419543,2405083.49455449,2452040.26679217,2406508.62521424,3046207.68343771,1564691.90867826,1926897.3422582,2444349.44284801
"Cytidine 2',3'-cyclic phosphate",4662.73649941734,1672.5995910838,1982.99824625188,2503.19233949153,2219.99281540934,1763.288543912,2436.98535208401,2505.27697879434,2120.14,1493.75245872586,2875.90132606397,8117.78859962602,2754.27659066705,1875.96057937223,6269.76683688792,4773.90582365772,1007.73854239701,2127.36092786746,3399.74538933512,1943.80354575364,2238.76728318819,2590.40592015344,3182.26563936441,3225.24472529141,4681.25544278461,5906.19252267467,5232.80749272158,4965.85993038631,5009.34579357067,8814.00226649809,18534.9830383841,5293.61529186471,12758.7461209808,4399.64593858352,7826.85173564282,5704.18327227778
"Cytidine monophosphate",205277.894703164,17838.2674938979,8652.05568487577,97115.5382252294,2387.86895906565,35485.1304173873,1597.63812027393,7868.31336675545,7189.30307590525,29224.0427269724,70415.1356369832,254194.258666646,13375.2671800658,1107.57485863888,239040.12525034,85814.6998981182,3142.51983671323,1414.33122746924,71020.3735723672,39874.2912354659,41328.5261807849,28058.6126446165,27119.5893437398,112680.599480882,109552.715851103,153411.340651063,85215.5262761595,46065.3061301882,125990.941764226,214799.871960502,103942.715013821,84012.3160752506,166926.0195128,13861.0213810942,45209.2435033554,68940.9187180952
"Cytosine",3299826.82701571,4426994.08518452,5232007.58817941,4351812.97386103,4842392.25050113,3236072.64677912,4603973.83716188,3961556.77595148,4017416.7257639,4549098.24448144,5122761.49862315,4206495.86508821,6710645.04729974,4627435.79190039,6109699.3894024,5841526.56667544,6217018.46295127,6746648.12756665,4393479.73323836,4496375.87175591,5933092.97857305,5983635.13129819,6138938.20629246,6626616.9623829,5750017.11586236,6310148.97661052,7558692.6906815,7631695.53885612,7143024.35844262,8707716.96016973,10497253.5730782,12368355.3002833,8753673.31625534,416309.326257968,8699183.05624858,8328623.85210117
"D-(+)-Proline",12317057.177148,6672548.41069732,5996544.12509417,2119180.96928204,3344222.17369257,5382385.92181869,2498828.85553758,2721690.70840236,2092670.06165219,3952546.07314915,9428618.40848284,12614652.0288222,4002712.77697432,2767444.54679466,11143542.8536725,3302878.23405038,1433216.40969694,1493454.99757021,2241245.64784138,1733046.41623682,2857449.89209817,2785920.87620507,2358444.76587522,2767325.2340208,1783976.84693092,1566363.19122131,1795066.24736763,2207217.03816599,2816427.46114052,1838655.64360998,1388403.03994178,1484522.77836513,2195955.89857675,1705911.99298811,1547450.36705325,1725968.17193471
"D-Glucuronic acid 1-phosphate",1309644.08997981,1223054.28604981,1052992.38628145,1548113.87473207,812474.376005327,1478225.17560841,773362.750973556,1078230.40383323,612023.700905139,1586556.14860958,1346140.61017091,1747274.47521199,1316489.56170616,1279109.59510369,579950.544904019,2560194.67537773,1516893.2057691,1310566.09647771,1415506.07566228,1029605.54599547,947699.535688709,1982579.82358511,1761838.01333859,3110057.15783487,2461174.66637307,3008789.26407471,2451624.19489576,1911891.93311245,1901115.38419751,2991583.07518038,2890558.28453058,1904851.25136609,3795298.30716288,1123218.64640103,2025784.34063724,373015.423113981
"D-Glucurono-6,3-lactone",2306.06021871617,918.948272961657,828.801411616971,3109.99767114357,2601.42993933023,3199.07877032418,1689.47777972939,2725.57250450641,1791.35465797737,2692.49692813506,3514.41994252142,2450.25447738389,3538.08399458939,3181.03749236285,3542.4733660249,4753.68638987078,4038.54782400059,4101.45635540015,1266.46,524.838765480446,1393.04998623482,1655.51149723139,1052.87216505291,1141.8560913447,3241.86354481804,4702.9531991017,2432.28504588805,1706.01772959031,2597.34085152213,1432.24087036611,3270.52834703192,4596.9233882582,4133.64572354508,3902.84907935704,3893.38659435588,3073.64900566383
"D-glycero-L-galacto-Octulose",2871826.74432862,2044791.96426369,2116172.3758866,1236666.1447474,1830650.09423283,1754632.91863099,1836241.79021076,2135792.83429303,1838291.80209807,1476695.16394182,2098334.015479,1215084.47344694,1577818.5553789,2026621.65863032,2172983.45045434,1334809.98688794,2033694.31686605,923233.616251117,2069401.6870426,1894989.45819414,1153808.18735134,1453952.86475512,1095122.15123886,1589307.24708046,2274711.41086872,1818789.36070284,1242594.92494715,1395300.96780566,1266235.53446602,749046.892295878,1756246.79397541,1651165.879315,1519792.52354144,1028821.30033954,1115585.94534224,913776.08730485
"D-Malic acid",18788820.765011,2972674.06007388,2244449.64988626,3038363.62092718,2674407.84028705,2309041.27544031,1779633.91884136,1993964.08859042,3135043.97483899,4966060.09052229,5918345.89953112,21619710.618479,1503590.49922397,1260484.2829428,12062861.705591,2055993.07199324,2110756.039066,1500391.6803491,2809729.64085135,3303664.11943087,4200307.97296275,3029419.57856698,4895098.58661611,4833468.70314341,5283344.77618844,3615258.05175602,2267153.96094806,2386180.33756226,7410087.37452591,2763901.67277117,1989419.05256128,2832858.52654307,2822950.46096884,1299622.71073349,1507558.77639503,2616484.35071693
"d-mannosamine",87655.3851526021,113228.003033149,124112.585545308,77545.3540139635,149707.024272968,144924.356971571,99605.2448395933,109073.56035696,103192.125341419,112445.959721468,145586.534043575,110415.21698305,65960.0237023202,101159.608625751,59725.5639664788,53057.5574070301,68601.383756976,81632.0332176903,91840.8108465701,83990.3779696916,58548.4948272308,89621.2717953845,56748.1801693938,79654.5879430643,104463.036178992,54188.3375978672,60390.2775790859,67083.1575336618,75411.2191900951,29975.1440456302,37279.3155276045,46133.9899844251,43707.9922323123,53036.5019327934,45126.7558344925,33738.927215807
"D-Ornithine",10990971.521724,6020405.00425573,5152706.2228106,2600535.58891199,1931399.3592724,4117784.02345127,2656086.93880757,3618159.21922988,2862501.12470507,3780238.42484056,6243720.35587827,9628697.04821848,4435747.69313743,3187663.00797175,8930618.21888591,4331788.57603402,1306944.99155183,1224463.40841866,2982170.31601014,2445109.14621364,2540377.0222237,2900438.8977656,2749280.88024034,2615476.42038742,1925478.7939728,1999387.22035449,1516074.69838196,1894050.40994785,2216734.57977858,1429725.42297716,1345136.1256254,1382057.68535115,1875570.58914783,1904010.04771431,1271083.79148257,1615472.75327686
"D-Ribose 5-phosphate",1857724.38105982,38516.3743872759,222357.021476149,1004986.32878455,122491.845693682,521234.827104809,45342.8224807592,145279.305816093,144465.156990658,203648.821353102,1133612.87381229,1879149.54818073,126672.309311609,45882.0480745709,1090979.49386275,500464.374757866,41393.3395513601,27644.3796761434,749211.417611441,273286.409018731,471812.138817738,306182.868712109,536420.037971309,1412045.84914022,1077270.9088266,1151808.96166454,1354719.32506372,545946.10259166,1615893.56082271,634098.12712919,461212.032174107,339942.611143806,690606.40698635,121577.934450778,277790.357419319,914338.435212455
"D-Tryptophan",61076622.0489035,40387521.3870441,29468669.7494226,25673796.6925501,32897939.3623931,26475473.1946801,45292478.027828,53157522.6319555,34228587.648377,30674178.1241824,54928538.603579,33002981.7638887,39177608.4942857,30142458.7720871,36871522.4291681,23579815.4238847,27452010.5839874,14327354.376031,44898641.4736545,47432338.9564539,39535490.4322054,33506570.5221959,40621112.8330373,44396858.5571654,39710645.1488532,34390532.0774361,24029234.2002955,33684132.4266756,31069587.4027989,23358398.900071,45683654.578693,49530937.1510826,31987713.1256307,20902702.7960213,26489243.6102991,36572072.5762101
"D-α-Hydroxyglutaric acid",230650.873966002,135674.589666725,2508763.07109294,3320595.40986086,2853164.18197997,2381015.56498302,178730.361195075,1862027.59147715,218434.677604716,2138788.30673447,3064557.79601728,3198252.43661203,80861.9614368709,42944.7039692431,2470712.01924723,1417693.03810438,2462569.32370602,1472812.63471496,182974.65511727,190930.658060428,200206.788246873,123869.438979982,154470.034600901,115284.341144324,113365.490095655,202421.461277787,142171.387777159,99699.9858459698,135680.615277779,141135.681257621,149626.859375718,162958.662626864,99986.772501766,123858.668071279,93898.1218852985,111890.678442815
"D-α-Tocopherol",0,475105.246760502,754103.113755131,786919.418762684,582239.702547092,538451.326482309,3536571.56080799,0,3088587.65648434,1017146.11136094,10556.7752506663,0,1998850.2781707,25107.5223050404,1479011.01478408,1349215.08979484,1461318.32334622,1267263.06173778,0,0,1273465.31283175,3978874.18770672,5118.22150855884,0,956800.077240843,0,555262.663106733,2109297.76157888,500119.620230453,1789989.12806527,5015407.3082006,2556283.0089306,5054305.00649481,2372902.52758628,1617617.44822014,765845.167138449
"Decanoic acid",2062891.27942155,308131.468300332,305850.234083394,1214601.92724074,26621.9514494056,4017878.55122703,0,668484.537405588,0,765810.726137715,3693513.36697326,3656766.73360887,0,0,3237359.51075488,1597510.44389654,2802554.15297255,2992238.45705352,538475.396265929,0,0,959856.998406877,0,413564.081492509,0,800582.832404903,583580.344217763,0,0,0,0,0,197297.579330191,336106.538161641,666229.121295723,0
"Decanoylcarnitine",310968.343506094,391224.242507348,433679.276678121,419339.396844441,816746.475492187,566054.657330816,292786.41285392,341680.779937159,455692.28820297,263968.848997169,449089.233579115,430765.523187465,265240.283355072,300467.758349411,354205.669709782,787492.389943493,377735.647927925,310033.621621135,321165.118594548,255139.406642148,487948.503640918,337885.093341811,263050.201084853,292429.929157985,191895.774690843,325851.442207645,222950.842456899,188186.968581458,352057.359902227,481795.580430242,176426.241711103,201869.072980488,173137.078702819,306231.109553729,311854.574979986,202728.672282869
"Dedimethylchlorpromazine",17741249.6306456,4400924.00183518,4752274.39185384,15079114.1302506,7070528.20392475,14662487.2133484,285730.367981581,2891918.31004371,4102817.95902254,16222144.4993516,16613955.32118,15851653.7462673,458316.776353357,733232.637810671,22116079.3232515,8157162.39545404,987341.195098894,538657.83972179,28156775.6142716,25440482.6190805,22383863.570366,11721768.9865716,16954174.5785509,31455082.5021945,31126884.8350141,23204399.4613468,27603461.414398,13597009.3822754,36783056.7977689,20806745.6259395,20896631.4493972,24917065.5018322,27358092.7573498,6688619.59348612,17162223.5597005,19417717.077844
"Dehydroascorbic acid",13531.7194218743,2187.56884316238,6029.03737867632,5037.48241893042,4538.47801185096,7129.38743015367,1080.3112262578,4253.91934110284,1449.04624691171,5987.84706279795,6835.21823426313,4620.81102408626,707.635265030865,994.308675061495,10226.5165291061,258.636787498785,5372.05106673274,2764.10652056828,3383.50501259941,1058.48697382539,2235.55114375516,4155.39675060418,9710.66474707261,14017.0286777785,1667.19184480055,12966.4549343743,10377.0101393234,8711.49337070369,10538.8309278919,8358.70995993334,1524.08737974825,3722.17350468266,10438.1677820615,3823.94206539313,8110.75829849813,14011.1497516115
"dehydrocarnitine",23707.169382014,15066.358945094,16424.219715552,20707.5023766863,21685.0265468003,18730.8047478159,16838.6767401373,18682.3990132817,15928.5619430202,14360.4643531335,16539.0293072782,22299.0676383763,9401.80589402342,10838.5330744679,18298.2947246124,8848.06418873054,9497.20802974775,11009.993741997,11602.0985462161,11397.7412643004,13049.8614958581,13999.3544633862,14674.7229059427,13457.0416036442,7177.75483358598,8581.16430946507,7741.60805913924,8831.32941518138,9707.60127259642,12056.08415239,8680.53302907794,7993.8181676614,7569.81943293634,8555.07294908301,6460.36830050678,8403.73525691419
