"compoundId","Early_1-pbs_751-1","Early_1-pbs_751-2","Early_1-pbs_751-3","Early_1-pbs_752-4","Early_1-pbs_752-5","Early_1-pbs_752-6","Early_2-ct26_739-1","Early_2-ct26_739-2","Early_2-ct26_739-3","Early_2-ct26_740-4","Early_2-ct26_740-5","Early_2-ct26_740-6","Early_3-c26_747-1","Early_3-c26_747-2","Early_3-c26_747-3","Early_3-c26_748-4","Early_3-c26_748-5","Early_3-c26_748-6","Mid_1-pbs_749-1","Mid_1-pbs_749-2","Mid_1-pbs_749-3","Mid_1-pbs_750-4","Mid_1-pbs_750-5","Mid_1-pbs_750-6","Mid_2-ct26_735-1","Mid_2-ct26_735-2","Mid_2-ct26_735-3","Mid_2-ct26_736-4","Mid_2-ct26_736-5","Mid_2-ct26_736-6","Mid_3-c26_745-1","Mid_3-c26_745-2","Mid_3-c26_745-3","Mid_3-c26_746-4","Mid_3-c26_746-5","Mid_3-c26_746-6"
"Guanosine",461011.439118288,837290.036038492,988887.566514336,1581321.50540713,1086239.24626272,808285.525249023,49199.3889847663,354968.944928034,344925.515777283,714950.013287212,1087716.57429715,586570.952018126,109788.36966632,133267.546325959,809622.142492906,769976.648030908,210240.119035968,27095.2575812662,1606646.33316196,1230830.97146192,775677.78989174,795736.914153388,634630.919225461,2641484.31141908,1137312.100158,764829.89705624,1051933.91660612,531717.804622981,1556372.06947258,819481.77182788,1418901.63670128,2130698.03588108,1401872.52595561,419499.074290995,596825.800540605,1208958.66003651
"Guanosine monophosphate",1926693.23864939,381317.134006913,158018.015745857,1683934.68165023,223943.530162534,1611578.60842788,4230.70944984172,24384.9143498222,235169.883698118,856885.308861317,1371554.46881169,3323298.00203262,64875.1802971252,36795.9248056666,2567680.38968438,605841.591951175,0,5762.6458182015,1859174.75510265,1062937.78935413,1537227.42334687,345314.496166441,960330.162111917,1941097.25564554,2437302.08821832,2743943.39257171,2461625.61375229,1316695.37250403,2009917.13053247,2994014.49702617,479994.801759507,841794.498529847,1999376.43418413,49600.1676065964,364236.213856524,1098140.1671312
"helenalin isomer",143322.458480319,54069.2644568247,86586.5133721898,91904.5291253604,59983.655136686,41472.6658263985,93084.7045534376,117107.622279538,122199.001357854,35669.9205330492,61578.8186932532,270754.161057094,26432.2388143226,109436.780189915,45581.796208764,308220.658005838,27131.4110666933,12988.0570184082,120935.117442459,101665.450278909,131176.790716408,55704.7976764096,74603.4295044723,62559.5211426076,36596.01791684,59620.5683225422,44165.4457674077,44936.5723709778,46425.8865867259,14601.4401860406,15351.6104095345,18879.0001826561,8916.23483963254,47736.6242520763,13030.565791242,16745.8360052188
"Heneicosanoic acid",140221.577546844,96372.3017129176,259348.869518452,275859.846635037,258409.630440128,227886.430371497,116225.952909772,77046.1154457571,98548.3299061349,83348.4730619156,145815.919610268,195205.720552217,91852.8618817996,323967.379436619,113194.286561808,340875.914375142,235266.293865978,143386.373019261,384525.507998229,199402.554405237,222035.357693991,339912.460879836,200682.552747025,206026.786066947,257322.929316839,325816.361830778,139158.717648786,285066.211872435,178920.83616961,146073.129055474,140406.780278997,127361.85794385,25050.5748259261,237244.349115773,79673.7938902121,140637.641308555
"Heptadecanoic acid",5021383.94467146,2819087.58168357,3065208.22618012,4566332.02225697,2882935.14304063,3692992.9090283,2495296.37245127,2569529.07235095,2504402.77813427,2108002.20687655,3103870.71833609,0,1296599.4723328,2585685.45901299,3791308.04420041,4661221.47692197,3643530.57263738,2677113.10270651,6312683.95004665,4376371.51644375,4370127.08792936,3878235.92719763,6001566.64434671,4044917.93138217,4211416.26622397,7728701.20421838,0,4225450.70797859,4944300.83504751,4894474.22162428,4265913.32670154,4263475.31746415,2162985.1960049,4526865.92963724,3235745.38163801,4872351.01746776
"Heptaethylene glycol",26247.5719584805,0,4037.67761998327,38147.9404532436,224865.485066812,286137.728207729,0,1301464.76023412,1786.62059272415,307647.767600101,23843.4747609984,185211.322555802,0,0,136484.015704504,80381.7204041773,251518.546928044,305210.133737633,1392367.68204416,1241376.05499852,1868118.32751987,731697.736825957,863458.120614155,1210611.01006096,1344126.71800273,1427206.89587472,1899543.09806845,728830.482390096,1532854.12418429,1047158.99748641,506560.680047951,219080.126301877,478968.64072145,671945.834207193,1421493.57721785,716955.389886183
"Heptanoic acid",121433.22441633,0,1811171.35932511,3666180.775344,1263198.67080806,2460989.55955422,0,1485314.13297414,0,1574191.12472549,1970281.35714166,3773229.56460184,0,0,2953683.91042441,579102.775318736,2580731.86817078,4237324.61204056,0,0,0,0,0,0,0,54685.003516829,0,0,0,0,0,0,0,0,0,0
"Heptyl 4-hydroxybenzoate",97666.8767184873,132094.956240072,288513.626380761,296409.817684541,150456.548669395,96027.159156813,101809.611294484,136035.1273779,151214.335139943,197743.711304019,182489.260374763,133361.301881721,212933.726472218,187676.31485177,143524.503549729,68432.5173352215,276026.777877138,199697.515654035,140936.602460992,180031.739932821,240315.061891144,136215.009223462,120671.253662862,119673.671004843,131154.288663485,112513.546607749,230787.956339139,220070.831020462,215662.114323635,244857.031100066,153646.709823978,279663.033714972,165518.171962063,215806.611757234,147642.042218166,159332.270444972
"hesperetin 3'-O-sulfate",111727.390395989,129412.288139349,120373.30596661,74223.5469974885,133489.596920634,118739.304026588,107887.187500022,129251.308424402,107992.355871238,113324.44061274,111245.542569904,98498.0039030544,164861.329080698,139804.796762121,132412.589643527,99658.8484519051,154321.595851841,171240.412384536,137420.729464615,145372.244535067,146448.229476775,116466.774888599,190156.487915096,165914.657319446,197652.39970077,326076.109978596,225442.183976612,200470.179852934,248211.338763102,137671.834033035,239467.071363982,190984.123960496,122470.098305111,221029.789945168,216822.393177934,227443.671307408
"Hexacosanoic acid",96933.0934464102,13389.1412081565,9499.98337829949,40108.3942131438,32454.4147634706,36010.5358143513,30383.7188040239,22303.6624993062,19665.7444531482,47104.1145036423,49776.8628541772,18571.0446093544,0,64554.8626929815,44441.2742582153,54834.4571787484,195226.043391002,11937.2928101994,93596.1357411037,19236.1005115193,30086.0261884566,70896.6525966278,69723.9136470115,37750.8018754062,30228.7419426924,55051.3529734798,31929.6872845522,35144.4197049363,57862.0593633426,20311.252288983,19702.3409604228,20206.2877947945,0,44644.3090972612,0,78726.4036177915
"Hexadecanedioic acid",112454.576907696,46016.3088514187,126529.962261887,205437.639278621,133954.617101341,186858.298614243,65023.1572650856,97693.7955941283,68001.8532982087,112532.659835909,116559.647067499,243933.565976678,47567.408836077,60242.4483445307,231164.58542837,217477.55572526,186165.257027206,315089.634366165,110645.065136916,75208.5836191541,148898.719932299,56906.3923201072,71128.5503299293,59699.9335798877,34842.2856620524,120434.304898098,41692.1770975039,59199.8837564652,83991.0469288012,82871.3631867025,66828.7956283262,92780.5814564753,107964.899072148,95945.572724446,75925.7706812,111706.319804795
"Hexaethylene glycol",109768.877297082,0,322794.695091042,373873.093574518,719293.546557697,751004.292128206,62729.3352186372,2071678.89471115,0,958693.584526207,294811.384516003,1080409.38818257,0,0,672499.56769006,275206.689305228,674261.723860651,2218324.32579259,1870108.5191678,1292393.4160331,1949866.65527955,830922.839959305,1255745.19629956,1358019.18880161,1161732.57736426,1895545.06180587,2011341.43536711,570485.831525685,1827325.99262239,838109.182946519,682548.338739177,435104.114030974,1155583.50749202,720221.013933167,1612173.29108359,945649.060407844
"Hexanoic acid",239600.877382321,0,2654433.39373771,4040576.84450119,1485095.65747043,2731469.51402534,0,1746769.87925731,0,1884738.87179805,2313677.01515456,3605151.71269621,0,0,4042131.82681931,1028016.23025954,3126610.2146584,4183662.71612906,627080.362135655,363733.802843572,207164.729883657,254404.581980031,75257.4492550567,321350.686697666,223117.138798591,775554.642671211,904474.904206442,448791.931855124,272020.04304825,330481.438552169,165646.91325704,208627.641253158,391525.893943216,139745.500989852,239490.638221842,395631.886376803
"Hexanoylglycine",368713.276006059,231368.294365389,153530.289427011,201903.471868329,460352.641770208,203084.188942444,124156.01560406,164025.018513801,187918.315207247,80966.8602378149,350051.412634769,252050.777559826,468728.735370345,261052.632121475,634989.099273172,803180.338076957,1127455.81546124,1186108.02358903,297200.592388786,240647.401703307,762098.400298875,129294.601126684,408918.065199407,313121.280739301,416597.233668627,843438.689769652,760678.149653149,661523.505248383,1185625.45701945,1295482.30794548,480545.359550688,747683.860357908,526791.310209051,727205.294784571,862241.133597257,1618177.31613966
"Hippuric acid",8425214.48321163,4506150.76912292,7725484.16793573,4720411.61246182,7961481.94405077,17403977.1439372,2157061.75414273,9555840.77203463,8831302.56774251,7640790.72039734,8341779.01781896,6964945.82565204,561692.622834568,3659908.65133162,3083959.12717175,2738233.54184542,893584.071612709,1793099.05467752,5376523.44177765,2891381.95129008,4776233.28094591,5625938.83272034,7555018.54012255,5770009.87077883,4083813.01785446,3652049.73561268,1695948.2237319,6828675.66011428,3286603.76806945,242945.330684522,2806387.43655364,1567543.53222787,652771.012893982,1796661.7969825,485579.636057371,505616.972647664
"Histamine",1012.14500904273,12851.4384421405,19220.6662204829,20757.9309199019,24026.05451024,18006.7192895706,17376.8982319518,21105.4452192521,9853.35156634851,23015.7837970312,15786.8291821259,1892.74688278752,10600.3502652071,15187.5627943264,20470.0268603365,30271.1552813429,21851.7793189567,16412.7973468682,19696.4753864014,19251.627213965,18460.6751229652,18439.813935481,17196.0720509465,22975.3385710821,29930.519241938,26549.6546379626,27934.3690997464,33888.7122609798,29932.2511208996,57291.063439849,32007.3273138451,43959.9150986812,52754.2492174254,44229.3405384562,48272.0416675521,50350.4988391511
"Homo-L-arginine",308329.530977305,251911.284584854,366009.467515091,368940.527471825,280718.644163315,119649.363445734,247214.248439191,310626.029409554,100003.775035446,253120.401719883,231759.048892592,170139.765550161,290105.628782374,271352.829176779,356965.561691397,247636.433219274,118807.953591288,150483.37961372,255298.066046759,153909.173625039,121420.007165021,253534.293142142,155353.936458906,251314.436828999,112635.770450347,147885.743313386,147447.54010055,261072.123840331,134776.728738898,161133.346641046,236178.820329508,122805.310078899,143799.310007682,284615.339168283,115669.776365555,121108.530628591
"homobaldrinal  isomer",105951.55294503,47664.8082545019,124744.683503611,101137.805815846,73150.4223701652,47789.5771917653,82775.9796002974,91327.2865669265,63844.2341585674,56286.8161427912,71937.6561908921,76363.6785911688,27921.9575366763,80532.6888557031,44234.161384074,41151.061893939,40300.1871792652,28440.5903699797,95286.9584021274,89940.4141211182,86213.3202857947,56248.0351198374,76530.3712957642,76098.4720200239,41875.1382789204,62651.6768066654,52400.2057105573,32229.9160373472,66779.2669173105,20334.9107495895,18959.3867522929,22238.8851849506,7793.62205687642,43303.3592217771,17733.0200934129,25005.7632367313
"Homocitrulline",71000.8306754409,74678.4288894058,80038.811512516,82114.0148096808,103786.207374891,89136.8314002211,84813.0310394227,127240.946314387,65263.6965903318,102076.941205037,81378.6081831224,95789.4733174731,187382.223780639,133064.229100409,284423.329958471,231578.722469954,213734.551513673,227085.090576832,87222.7714467452,65764.1910552096,68200.2252202789,83380.7386630374,92031.0637586945,67688.4811824393,153683.280407597,180999.325640768,157413.269029166,147942.63472188,219309.894747797,227310.187725926,207111.82047557,213142.449279278,251065.590088944,286637.291023549,273132.570647136,280182.452599775
"Homocysteinesulfinic acid",506283.483947772,169122.967609586,129375.334598247,228851.833220041,216373.942185058,290660.866086953,163082.970855928,259334.428812827,294383.430082831,174922.200539329,217369.241842097,398603.851538082,290929.116689476,206376.006713984,600254.665927833,781274.28158377,780232.275542236,611956.607819041,242192.409880326,187094.276629589,547185.411009465,187647.635067614,196658.824750828,294205.621674092,352302.148505199,521213.622718599,503685.4918858,466811.081477835,505386.261814247,878608.08393216,511184.139045555,634417.425745199,647292.826272577,455516.078012289,706759.126252705,866509.648875928
"Hydrocinnamic acid",403322.766580718,126212.559636435,20240.1461482481,312414.00183739,270055.474545955,276277.688148681,56834.1385356813,273727.469292208,112662.15670952,375706.662479509,266452.269811216,361662.890038027,39998.4304488392,104424.844960171,202460.140641966,138853.222088631,94255.3155769055,189661.073830891,108198.762804853,123238.537979172,96062.2805647611,154438.392457686,144522.994231808,196053.666875229,45515.7305134815,104382.994021238,110849.733942896,122233.609725395,119121.185067267,45304.0344027685,51382.5325627354,28502.7984277064,22037.9293971529,27154.0582845144,56396.9745786829,84602.327072411
"Hydroquinone",72565.204554246,75410.2442948472,89319.8607898231,59638.6310981283,169508.073082334,131073.063531985,18388.0440615659,110995.08100801,103839.664223709,157794.783199838,123493.791005617,54788.1566458897,23348.2667024256,115969.454975739,97061.4133569632,73987.6784482747,35451.3189714872,58713.3244792109,47680.9651214578,46393.9344192133,106216.359319194,137068.884101798,132117.107306092,34134.8082112652,81157.7229477471,66897.3414474737,27366.2744227566,201158.807205581,68767.2926852159,10293.6689431737,17504.9731403087,74901.5198034493,27141.400974452,152826.991463599,14315.1465876514,24878.2205985591
"hydroxynonenoic acid  isomer",794282.315889202,0,7678183.15108881,11827949.2777062,5713270.76696817,9500318.37547702,0,5290451.47818701,0,6162116.95839867,7881071.68668537,10401806.6835191,0,0,11826703.8184826,2568883.92028478,8568007.98205378,14706506.1584909,836687.268462106,57384.7243706944,184826.206382059,26244.0300539427,667149.161727974,195663.962022895,154699.99434653,1494653.76866583,881837.897769538,222167.015326191,334679.465758459,1082160.6524543,537452.329053245,114364.321366074,1321851.71640583,178625.116668746,890690.22187205,442473.844242707
"Hydroxyprolyl-Valine",62062.2800627658,46910.630528085,31253.449347389,51346.3519376462,44179.2893160003,56582.3686895314,27499.4163016523,46301.8167243821,29039.9171650084,35640.2396950929,76829.3380275774,73354.9273338492,93839.5659527619,39302.5366320382,117904.525333922,135646.073514705,92684.8153935886,116970.224439103,28581.8537633154,32390.1030260254,44722.6118617433,45205.4151290689,43292.0084585977,41102.31127635,65239.1398744148,57024.4008488491,58792.0500912139,59617.9069279575,57240.9143502178,48868.0851345345,75941.0347827809,104758.153416438,81377.8952654117,74261.1360937927,78005.1578560873,130351.903675171
"Hyodeoxycholic acid",93832.8778290069,47092.3771184326,70564.5497326186,35019.0942104353,73882.5962514875,54613.1210327108,63735.041897158,30352.481957547,22944.1495755089,66774.0051765153,106001.825851698,154821.325147131,14337.1768014531,72549.9560358151,20260.3559268324,144973.169914656,21652.1297456544,12944.0560621661,136523.565921061,113003.373277306,114164.489324741,98084.5973465915,96017.1067221027,35730.5400949553,7210.67466094349,42295.1602591689,4379.9782487808,28709.4145192546,61990.0822351991,8869.20668891334,7192.77594883504,10802.5612533108,5535.69683571051,24839.6465387879,14779.2888537836,10907.7194486636
"Hypotaurine",1415676.46304443,647008.563937347,737263.573759551,769868.365384974,321596.73297362,478419.479248316,290653.845479604,453040.441994271,357167.119312943,779452.696505484,852664.899551343,1293537.46912552,358177.470846836,381472.710660318,1144594.9036745,327984.265564705,139058.968512879,125335.232453238,558052.192572572,535715.474268362,649799.655875226,673436.464099678,676928.691129509,1464958.63715186,674242.015677234,1151815.81662817,646132.528304087,749572.586711568,1379102.02229787,576855.319038344,420219.425973021,593352.645947463,1087591.99060339,288834.005693777,338692.398847869,485901.077845316
"Hypoxanthine",585827178.346338,12396362.278323,9689879.04360487,218419419.35042,114088140.038988,180458996.646338,123254.830425918,3865671.4730471,6847833.00746424,280221674.279904,197594564.920669,435587505.185018,2662969.15430326,541040.797961026,593217608.815576,152554852.156311,2148182.94890128,113044525.198496,146485743.150855,48628876.3225965,86628611.0114533,25297062.4305613,84796345.9895722,341958703.832725,357058752.838907,327638055.530405,317926521.63151,145456697.311141,474142368.884961,273139203.570111,129219612.912094,116789332.869792,284625929.83661,46838156.8455709,113702352.287289,261521429.111193
"Imidazoleacetic acid",36393.0734593695,39530.3904417984,36209.8507217246,24756.4122304049,45320.1375426439,43333.2210631343,40162.6618375208,33221.2697906258,44539.386113172,55952.3292313983,41202.8599645988,44241.9913765245,23818.323950368,27235.7108291873,34305.8530878708,47418.232872448,32641.7317931688,38838.8590334893,38792.9936997309,29234.609278009,45455.4280112045,39603.6387940279,38547.3207268204,43172.8280874471,54556.5037097471,46601.0008740008,45137.9285229886,42703.0227284007,56051.5675053213,47263.8411914598,36310.0206075102,49039.8611205163,61609.8581159225,33777.5711086437,44437.6082947615,52257.6667480751
"Imidazolepropionic acid",624083.811889061,232736.368776926,147619.79162326,710948.257425917,217825.23566791,394993.243812038,138240.580063637,217279.760484684,166684.866226155,300319.018598159,292070.492220473,371441.886377825,460306.585350187,410819.962873018,828510.96308298,1569698.69143775,837611.550502367,677677.510137707,229503.338442168,160851.811585582,337406.108301434,167099.206623389,170676.654603356,206990.672281614,574007.787094271,611534.268328352,508036.440591624,715369.173867842,877972.458570622,734810.78742944,792622.439252156,1050803.14537578,729171.583164722,1128957.94947555,542689.588393771,497494.159882857
"Indole",4760934.72575585,4001033.97247916,4222183.70327946,3352192.61872672,4486186.95443719,2986311.39797699,5207197.27050346,5638223.7003173,4359030.33423863,4002292.34959467,5403267.08694361,3527082.1929732,3690602.77787086,3922406.56191546,1781303.64702522,2608551.73879335,3112002.65120847,3231653.12744935,4741127.84589013,5276832.82853351,4628096.56571244,3643469.02534167,5349675.07344397,4823944.0327828,3541415.58561983,3238771.77141147,4279814.95999098,3094015.25734478,4521213.52285274,2888790.42700365,4157126.89385427,4615965.31979077,3417258.32961603,2236667.68365034,2981585.90243721,3608550.85750266
"indole-3-acetaldoxime n-oxide isomer",95791.9017027926,202471.398562797,190025.255847602,597892.890046135,258342.980402597,633460.541948933,2305.63128311951,57805.0595714445,217057.441217233,403667.911283704,437069.527065516,416850.046499278,414.497729800925,0,280270.343328719,132631.067909349,915.23181590445,4155.70021231483,534746.246211734,382598.482259791,477624.844761854,198827.734220089,317087.064488404,524725.568025102,369702.894057595,363689.492801033,338733.440552167,379065.231928105,478484.570125008,704704.939639035,97188.9318111202,188363.543776535,324154.446257131,19160.6525674919,204722.949091729,234108.65006647
"Indole-3-acetamide",272.527219708895,21141.1011587252,22156.5826417004,3863.53382034609,20883.6018933933,175.06003537125,29847.5250410541,22847.8012753405,23104.4987763542,20730.9071975733,2036.24766343783,0,32728.0816769212,30145.5140030804,22905.0941730246,10172.6240242435,23315.7192181559,24469.9673412137,30804.4075463459,31810.8571871813,25558.18793819,19405.9764134413,10274.6428111617,407.012321851093,19775.626425881,149.506974923936,18476.3141206772,27230.9062001643,1110.13311140269,13139.3459241578,30602.7792211782,49051.3617710613,12825.9168481486,13756.8180060419,14438.5298114195,23766.1851905243
"Indole-3-acetylglycine",18941.1932321031,6076.79049782615,6517.1790598281,9416.15904094308,4322.98756059287,16564.4669976719,2947.83093123825,4462.17693255125,8586.94531282859,9255.57537169645,12862.5454643206,17903.9586974702,6155.66525606541,5202.41104017691,12728.8961442869,25403.1863207013,11971.3642377894,16241.2386450657,9701.10557935847,4469.6969821237,8112.38076396427,4810.02146234144,8217.17297041581,8433.15136865142,8683.09509219754,15143.5285335495,10569.7004057548,12474.5789703265,11217.9034119042,4615.3411103112,12375.3014527708,13716.8428289048,7128.70747950748,11834.4201077173,5631.1679754965,13960.6327559078
"Indole-3-carboxaldehyde",159695.99893107,32466.5115588872,26089.7053001585,113082.655189102,64205.2284793759,135832.226205066,16778.6218762103,30866.9477519877,20121.4899166293,66424.1250769177,171920.82377343,319513.191064804,21666.6053081698,17177.6151281854,135848.767777208,26129.2061257942,24086.5706264744,19954.8274267619,60144.7519024275,27227.6223347542,52510.9062159657,49269.1090876317,119224.412526636,210879.512567905,60585.156210465,251546.297713377,129991.201350074,42511.8181622038,235945.638382934,25603.0970185413,28639.3746863859,31381.6230871238,23705.5539465489,20568.2402426155,23600.604592234,66597.707453347
"indole-3-carboxilic acid-sulphate isomer",526564.513667666,101860.388814594,246874.003957954,268763.763617677,75887.6524290323,268135.380664225,65535.3012164382,131912.548436818,132087.708999423,267036.30169006,191691.757881505,231792.061513485,24581.9663255434,40956.7666201891,193672.092132064,320184.736194059,46540.5641479251,90220.612800355,107733.689691467,55492.9198421348,106065.529453254,130219.014805552,72063.9962286913,68135.6092382561,140471.137733459,57472.7957457259,75987.9147155103,127294.884278151,135396.019702693,4768.89450687851,58520.3917195748,74208.2495490206,9115.62198061588,84095.6869139882,13314.2898219887,5214.072470943
"Indole-3-carboxylic acid",34327.1071281413,2622.00430997273,3800.85578180212,5769.88465187916,2641.75519529242,25504.9338568163,3882.46690872201,5207.86411514817,5278.99357497449,4268.56355790648,6596.14152237663,11072.894631004,6355.47623168038,5163.97795913795,3696.79279508475,3135.62497769655,6106.38914034617,6327.65007679262,27547.0482501217,3607.88113317706,8961.09400188953,4482.59893116907,8720.62973521244,8860.99308751155,13583.5942021524,20711.2443511472,5980.61589288223,6744.33361047779,9767.10669665235,3892.34626568753,19797.5096616209,10643.7510229639,10026.9629504523,3503.69438920275,8618.14205704791,6315.03403086824
"Indole-3-lactic acid",3933955.22411963,2682501.8422734,3579199.38353886,3245199.45716223,4811172.85646836,5184046.29755522,1943633.9901151,3824981.43122834,3004132.06224878,2922007.47627937,4111221.61931338,5376170.06212756,4977796.75639855,3794697.22803124,6919380.97256607,7588153.81779939,8920503.64491834,5714008.16601922,2705545.22548572,2260681.20100721,3888404.76457641,2450671.17592302,3805194.29348176,2962630.07840746,4097230.02414172,7468496.59396311,5423308.16846889,9302746.68646607,4281160.65071809,6282207.96759985,5452816.95039179,6993446.35425706,6960792.69863239,6362632.3204962,6603645.89681443,9341799.24107991
"Indole-3-methyl acetate",1795.99913829343,579.025037090383,929.124554071324,15026.8944239859,200.412149835592,13922.0568896852,416.695935670975,1234.37427880771,1010.80071561634,2609.17836043294,19210.4439256695,26099.0351675471,939.91690707216,1213.78889181171,2881.19818296626,787.010391666505,442.05981611176,827.538677683809,1475.3210839786,466.468653157681,425.459157135473,2172.78653694671,3911.4836453619,28640.5554698898,798.293918238542,18043.1413831731,10972.6949943262,1538.31795214492,33795.0213736411,247.078448228528,420.327053892628,1407.44302113157,909.256892155548,571.076051837482,0,4603.22362042181
"Indole-3-propionic acid",145435.511566832,171874.738202786,160757.493640172,194871.396942848,94232.1130667956,146918.605068323,75845.3212438462,133454.376718121,108244.092703863,208402.429259722,266773.903745131,272932.779526591,84178.690806358,130273.958169074,276808.871757942,316356.772870516,179208.697356407,146705.806661352,134270.041166029,82222.2986284329,94865.2190461802,91476.0133713947,70905.9384658246,104519.637986267,178521.211511619,76815.211862689,83565.0982344817,194032.798651124,68435.7014696179,48046.4387035083,110293.593971955,134497.179448985,58771.3989736184,137828.316829776,49100.5530745515,58401.4435836811
"Indoleacetaldehyde",4102.12932150481,3413.57281308312,4868.35642581648,11801.2135416013,3750.835260824,11208.5416399547,529.435288609382,5203.02666414706,9579.38290639288,6300.42806798481,12807.719758634,7510.82795674695,839.973075785782,8467.45991326784,3711.07489813986,1651.57647688141,2029.44857017012,2358.83640042502,3878.92097956201,5698.16106731384,6453.86838478836,3104.76732942526,7803.30548641169,7641.51355678933,7530.69166922703,6606.25396091131,7350.57396011934,8665.07485427972,9978.02034419259,12296.4981610823,685.081816725751,4906.41482105039,7725.93731743955,434.631423589066,3218.21442975947,3673.24883334541
"Indoleacetic acid",50894.2678513862,46902.5603117392,103230.095515313,128532.043838114,55182.6697986201,38553.6854685097,53442.4171514075,64532.0170900033,63991.6088677246,51803.9072433954,125353.423373341,495941.935597861,73997.6324779583,53324.2105461702,111792.960838183,89855.4694671794,87139.0565521551,52653.8787080214,85867.6055122328,65869.2193885803,52207.4951428491,54554.378616001,59354.2217586267,61216.5747152793,73781.6554854602,109310.072653632,94284.3296212618,70659.8985228179,73761.0020416866,46453.8149438239,112959.606434681,140437.247968313,67370.4652875128,53893.9049320655,67323.1468759308,88591.2968917938
"Indoleacetic acid__common__neg_2.59",7323.14463681619,6408.23392605245,11232.207659861,17650.4007436819,10137.0275785065,6377.15055599544,6638.75077231206,10083.8657165683,9720.92230426866,8376.74074353766,16712.0959706175,58592.828789155,11855.0893790769,8600.80520809104,15088.8501337704,17308.4444435927,16205.3648728012,9436.58437461227,10078.2296405539,7021.04147866402,10017.6826399221,7785.29556001595,8540.71768075755,9558.35396748298,13373.0164483592,14319.2613570453,18684.7608349348,11340.7753176115,12120.2641732426,9229.78845620299,14330.919657123,20049.6174264152,11770.6866774767,10282.2035312163,10232.256910556,15731.840730552
"Indoleacrylic acid",65878978.5519519,53010330.6739251,54443868.8196069,38473681.0304974,60605217.5529191,40020741.0461545,73042168.9893319,71960109.7049925,60262240.4368781,53485664.9061216,70896902.5166548,49323195.3029774,50440393.3454551,52041233.1926608,39586748.5812255,29767916.8359755,34193169.7180362,42116747.6921667,57522339.7443856,74960825.8951401,58358713.4800904,48796649.696504,70102904.1716752,64257917.5911492,51300480.323966,40745142.6195676,61137018.6445959,42964332.0695607,57991561.0467218,35323822.7197906,47954012.0338115,62106397.3905795,36598451.4776274,30894208.915812,35397096.3322574,42522485.5735022
"Indolepyruvate",688026.304147466,809691.446738795,706790.46702897,672483.382981542,776488.311783316,515041.624474771,768822.21361797,851844.537165258,787059.978489751,758001.472386814,1063707.29486016,1054791.20995226,1171917.64102505,984789.815102131,1461214.69068916,1299487.19987034,1590031.34256898,1055235.15179249,733779.0464797,932321.28428855,1235152.93048866,729402.439297686,914540.049228013,793961.267200276,1373463.6130222,1464438.40119376,1607415.22825286,1441088.69057081,1274711.22194529,1018929.26133536,1506010.86369475,2386712.99672776,1189240.08067384,1204593.2794847,973854.021205698,1622064.89041383
"Indoxyl glucuronide",168961.93165871,143261.254028657,107916.919245262,113042.802529885,94922.6512699545,120034.796644425,92373.4214926826,90884.5736198846,93436.3627319395,86337.8205987799,165332.647080774,140106.363344152,50985.3157328539,105503.411656323,125819.137232769,118471.939611143,96771.1367023453,120801.625245597,104089.749314096,98071.482243795,143489.62379788,90150.3370593987,151126.244412955,73908.528728127,135629.885811961,133794.548702182,57722.3223984877,98868.3295728099,108641.495892549,142168.474706696,90422.3735733426,316676.328595055,33360.2067005448,95705.0201158823,153355.812459922,68349.7306378073
"Indoxyl sulfate",17108957.1642396,17604908.1022371,14817443.8590728,20119862.0146535,17297143.2012164,18043770.861496,14663704.1120696,13868861.4446591,10969407.0758018,19299429.8915571,21147067.3344981,19398865.1053367,9433788.79072682,12742893.2112249,14995770.1028269,9880373.2139485,14476826.366383,16048671.6023497,14701882.7167511,14194715.2296983,15574872.8685807,16157155.9962879,15176333.5056095,11581551.6295727,11932799.4690253,11053845.2147386,10054144.5115365,17911606.3625023,9900393.94077426,15242138.513985,9739231.73247596,32418480.6817123,4482438.37970503,15238338.1179291,21928708.9433129,14268223.6980841
"Inosine",52224629.885312,7772811.71433323,8324167.37013263,31450482.0246141,10595971.3020478,27971357.6835104,479091.536405169,5684202.83097028,6181061.72453533,31199127.8420463,33110120.0580073,35146173.8932176,904962.128438703,1310640.74081078,58050985.1118805,16112698.942764,2163725.94466635,1221666.27075927,62522618.5810127,45612828.2196369,40768287.7286353,22112688.7667832,31307767.7484709,77943599.6207359,85023217.7657838,55572196.509308,71909631.0365706,29269177.3396286,66050544.6228798,49198831.0682433,53160931.4122396,63871909.9166202,70496577.1273066,13884745.139183,35100192.8425801,56013096.0183446
"Inosine triphosphate",2278.15693408408,2166.40191017349,1625.19529578755,1463.40453277764,3302.46044439849,2604.60502772237,2006.63791365401,1925.721515163,4339.71811023929,2682.18813309551,3053.33981551262,5949.92255245983,1254.98119101194,1138.16450942639,3275.68750917961,4548.31888283001,2386.57203952703,2279.04462984781,1372.94,1712.85118191242,1826.73209774678,2065.96527711155,855.701619026714,2130.82026743757,792.889079670248,1253.14973478391,678.241104461912,3122.02032649433,1310.11000119243,764.368861206735,1269.22661183559,2128.40647151213,1719.76694015811,667.226757732367,1535.65902509588,1589.69004066881
